lang,mic,isin,name,symbol,nominal_ammount,nominal_currency_id_formatted,maturity_date,maturity_date_formatted,interest_rate_percentage,last_price,last_trade_time,last_trade_time_formatted,last_trade_time_to_local_formatted,weight_percentage,quantity,change_prev_close_percentage,free_float_factor,weighting_factor,free_float_market_cap,download_date
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"310,00",2025-10-31T16:53:39+01:00,31.10.2025. 16:53:39,31.10.2025. 15:53:39,"4,86&nbsp;%","2.024.625,00","+1,97&nbsp;%","0,30","1,00000000","188.290.125,00",2025-11-01
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,00",2025-10-31T16:33:45+01:00,31.10.2025. 16:33:45,31.10.2025. 15:33:45,"10,09&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","390.449.994,48",2025-11-01
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"58,80",2025-10-31T15:59:22+01:00,31.10.2025. 15:59:22,31.10.2025. 14:59:22,"2,12&nbsp;%","3.990.000,00","-2,33&nbsp;%","0,35","1,00000000","82.114.200,00",2025-11-01
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,10",2025-10-31T17:00:13+01:00,31.10.2025. 17:00:13,31.10.2025. 16:00:13,"0,62&nbsp;%","13.545.200,00","-0,94&nbsp;%","0,85","1,00000000","24.178.182,00",2025-11-01
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.550,00",2025-10-31T16:10:24+01:00,31.10.2025. 16:10:24,31.10.2025. 15:10:24,"9,17&nbsp;%","388.376,00","0,00&nbsp;%","0,35","0,73541980","354.882.104,80",2025-11-01
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"678,00",2025-10-31T17:00:04+01:00,31.10.2025. 17:00:04,31.10.2025. 16:00:04,"9,47&nbsp;%","2.572.119,00","+0,89&nbsp;%","1,00","0,21015776","366.493.420,36",2025-11-01
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"330,00",2025-10-29T10:59:11+01:00,29.10.2025. 10:59:11,29.10.2025. 09:59:11,"3,00&nbsp;%","2.197.772,00",-,"0,16","1,00000000","116.042.361,60",2025-11-01
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"157,50",2025-10-31T17:00:09+01:00,31.10.2025. 17:00:09,31.10.2025. 16:00:09,"10,37&nbsp;%","7.120.003,00","-0,32&nbsp;%","0,80","0,44747561","401.439.488,39",2025-11-01
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,30",2025-10-31T16:31:02+01:00,31.10.2025. 16:31:02,31.10.2025. 15:31:02,"10,07&nbsp;%","126.027.542,00","+0,32&nbsp;%","0,55","0,89268438","389.822.265,04",2025-11-01
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"67,20",2025-10-31T16:48:19+01:00,31.10.2025. 16:48:19,31.10.2025. 15:48:19,"2,38&nbsp;%","1.960.000,00","+4,02&nbsp;%","0,70","1,00000000","92.198.400,00",2025-11-01
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,88",2025-10-31T15:20:01+01:00,31.10.2025. 15:20:01,31.10.2025. 14:20:01,"0,24&nbsp;%","16.813.247,00","-11,01&nbsp;%","0,14","1,00000000","9.132.955,77",2025-11-01
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,40",2025-10-31T16:23:50+01:00,31.10.2025. 16:23:50,31.10.2025. 15:23:50,"8,07&nbsp;%","320.241.955,00","-0,41&nbsp;%","0,04","1,00000000","312.556.148,08",2025-11-01
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,70",2025-10-31T16:42:05+01:00,31.10.2025. 16:42:05,31.10.2025. 15:42:05,"3,91&nbsp;%","25.607.675,00","-1,50&nbsp;%","0,30","1,00000000","151.341.359,25",2025-11-01
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,60",2025-10-31T17:00:05+01:00,31.10.2025. 17:00:05,31.10.2025. 16:00:05,"1,56&nbsp;%","4.199.584,00","+5,10&nbsp;%","0,70","1,00000000","60.558.001,28",2025-11-02
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"79,80",2025-10-31T12:48:47+01:00,31.10.2025. 12:48:47,31.10.2025. 11:48:47,"9,80&nbsp;%","6.784.100,00","0,00&nbsp;%","0,95","0,73725141","379.170.332,50",2025-11-02
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"38,00",2025-10-31T15:03:07+01:00,31.10.2025. 15:03:07,31.10.2025. 14:03:07,"1,76&nbsp;%","5.128.721,00","-1,04&nbsp;%","0,35","1,00000000","68.211.989,30",2025-11-02
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,80",2025-10-31T15:07:57+01:00,31.10.2025. 15:07:57,31.10.2025. 14:07:57,"6,48&nbsp;%","13.337.200,00","-0,48&nbsp;%","0,45","1,00000000","250.872.732,00",2025-11-02
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,00",2025-10-31T12:52:31+01:00,31.10.2025. 12:52:31,31.10.2025. 11:52:31,"0,08&nbsp;%","101.532,00","-1,56&nbsp;%","0,50","1,00000000","3.198.258,00",2025-11-02
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,80",2025-10-31T17:00:01+01:00,31.10.2025. 17:00:01,31.10.2025. 16:00:01,"2,34&nbsp;%","41.247.193,00","+2,33&nbsp;%","0,25","1,00000000","90.743.824,60",2025-11-02
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"190,00",2025-10-31T15:30:16+01:00,31.10.2025. 15:30:16,31.10.2025. 14:30:16,"3,60&nbsp;%","1.331.650,00","+1,06&nbsp;%","0,55","1,00000000","139.157.425,00",2025-11-02
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"310,00",2025-10-31T16:53:39+01:00,31.10.2025. 16:53:39,31.10.2025. 15:53:39,"4,86&nbsp;%","2.024.625,00","+1,97&nbsp;%","0,30","1,00000000","188.290.125,00",2025-11-02
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,00",2025-10-31T16:33:45+01:00,31.10.2025. 16:33:45,31.10.2025. 15:33:45,"10,09&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","390.449.994,48",2025-11-02
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"58,80",2025-10-31T15:59:22+01:00,31.10.2025. 15:59:22,31.10.2025. 14:59:22,"2,12&nbsp;%","3.990.000,00","-2,33&nbsp;%","0,35","1,00000000","82.114.200,00",2025-11-02
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,10",2025-10-31T17:00:13+01:00,31.10.2025. 17:00:13,31.10.2025. 16:00:13,"0,62&nbsp;%","13.545.200,00","-0,94&nbsp;%","0,85","1,00000000","24.178.182,00",2025-11-02
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.550,00",2025-10-31T16:10:24+01:00,31.10.2025. 16:10:24,31.10.2025. 15:10:24,"9,17&nbsp;%","388.376,00","0,00&nbsp;%","0,35","0,73541980","354.882.104,80",2025-11-02
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"678,00",2025-10-31T17:00:04+01:00,31.10.2025. 17:00:04,31.10.2025. 16:00:04,"9,47&nbsp;%","2.572.119,00","+0,89&nbsp;%","1,00","0,21015776","366.493.420,36",2025-11-02
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"330,00",2025-10-29T10:59:11+01:00,29.10.2025. 10:59:11,29.10.2025. 09:59:11,"3,00&nbsp;%","2.197.772,00",-,"0,16","1,00000000","116.042.361,60",2025-11-02
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"157,50",2025-10-31T17:00:09+01:00,31.10.2025. 17:00:09,31.10.2025. 16:00:09,"10,37&nbsp;%","7.120.003,00","-0,32&nbsp;%","0,80","0,44747561","401.439.488,39",2025-11-02
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,30",2025-10-31T16:31:02+01:00,31.10.2025. 16:31:02,31.10.2025. 15:31:02,"10,07&nbsp;%","126.027.542,00","+0,32&nbsp;%","0,55","0,89268438","389.822.265,04",2025-11-02
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"67,20",2025-10-31T16:48:19+01:00,31.10.2025. 16:48:19,31.10.2025. 15:48:19,"2,38&nbsp;%","1.960.000,00","+4,02&nbsp;%","0,70","1,00000000","92.198.400,00",2025-11-02
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,88",2025-10-31T15:20:01+01:00,31.10.2025. 15:20:01,31.10.2025. 14:20:01,"0,24&nbsp;%","16.813.247,00","-11,01&nbsp;%","0,14","1,00000000","9.132.955,77",2025-11-02
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,40",2025-10-31T16:23:50+01:00,31.10.2025. 16:23:50,31.10.2025. 15:23:50,"8,07&nbsp;%","320.241.955,00","-0,41&nbsp;%","0,04","1,00000000","312.556.148,08",2025-11-02
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,70",2025-10-31T16:42:05+01:00,31.10.2025. 16:42:05,31.10.2025. 15:42:05,"3,91&nbsp;%","25.607.675,00","-1,50&nbsp;%","0,30","1,00000000","151.341.359,25",2025-11-02
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,70",2025-11-03T17:00:10+01:00,17:00:10,03.11.2025. 16:00:10,"1,58&nbsp;%","4.199.584,00","+0,49&nbsp;%","0,70","1,00000000","60.851.972,16",2025-11-03
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"78,60",2025-11-03T17:00:13+01:00,17:00:13,03.11.2025. 16:00:13,"9,67&nbsp;%","6.784.100,00","-1,50&nbsp;%","0,95","0,73725141","373.468.522,99",2025-11-03
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"38,00",2025-11-03T17:00:07+01:00,17:00:07,03.11.2025. 16:00:07,"1,77&nbsp;%","5.128.721,00","0,00&nbsp;%","0,35","1,00000000","68.211.989,30",2025-11-03
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,00",2025-11-03T16:22:08+01:00,16:22:08,03.11.2025. 15:22:08,"6,53&nbsp;%","13.337.200,00","+0,48&nbsp;%","0,45","1,00000000","252.073.080,00",2025-11-03
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,00",2025-11-03T10:41:47+01:00,10:41:47,03.11.2025. 09:41:47,"0,08&nbsp;%","101.532,00","0,00&nbsp;%","0,50","1,00000000","3.198.258,00",2025-11-03
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,78",2025-11-03T16:34:01+01:00,16:34:01,03.11.2025. 15:34:01,"2,35&nbsp;%","41.247.193,00","-0,23&nbsp;%","0,25","1,00000000","90.537.588,64",2025-11-03
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"191,00",2025-11-03T15:26:28+01:00,15:26:28,03.11.2025. 14:26:28,"3,62&nbsp;%","1.331.650,00","+0,53&nbsp;%","0,55","1,00000000","139.889.832,50",2025-11-03
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"300,00",2025-11-03T16:47:00+01:00,16:47:00,03.11.2025. 15:47:00,"4,72&nbsp;%","2.024.625,00","-3,23&nbsp;%","0,30","1,00000000","182.216.250,00",2025-11-03
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,00",2025-11-03T16:28:21+01:00,16:28:21,03.11.2025. 15:28:21,"10,11&nbsp;%","78.000.000,00","0,00&nbsp;%","0,40","0,29796245","390.449.994,48",2025-11-03
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"60,00",2025-11-03T16:13:34+01:00,16:13:34,03.11.2025. 15:13:34,"2,17&nbsp;%","3.990.000,00","+2,04&nbsp;%","0,35","1,00000000","83.790.000,00",2025-11-03
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,00",2025-11-03T14:34:40+01:00,14:34:40,03.11.2025. 13:34:40,"0,60&nbsp;%","13.545.200,00","-4,76&nbsp;%","0,85","1,00000000","23.026.840,00",2025-11-03
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.520,00",2025-11-03T16:07:46+01:00,16:07:46,03.11.2025. 15:07:46,"9,11&nbsp;%","388.376,00","-0,85&nbsp;%","0,35","0,73541980","351.883.101,10",2025-11-03
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"670,00",2025-11-03T17:00:14+01:00,17:00:14,03.11.2025. 16:00:14,"9,38&nbsp;%","2.572.119,00","-1,18&nbsp;%","1,00","0,21015776","362.169.014,22",2025-11-03
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"332,00",2025-11-03T15:07:04+01:00,15:07:04,03.11.2025. 14:07:04,"3,02&nbsp;%","2.197.772,00","+0,61&nbsp;%","0,16","1,00000000","116.745.648,64",2025-11-03
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"158,00",2025-11-03T12:56:26+01:00,12:56:26,03.11.2025. 11:56:26,"10,43&nbsp;%","7.120.003,00","+0,32&nbsp;%","0,80","0,44747561","402.713.899,46",2025-11-03
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,36",2025-11-03T16:31:37+01:00,16:31:37,03.11.2025. 15:31:37,"10,19&nbsp;%","126.027.542,00","+0,95&nbsp;%","0,55","0,89268438","393.534.858,04",2025-11-03
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"67,40",2025-11-03T14:06:59+01:00,14:06:59,03.11.2025. 13:06:59,"2,40&nbsp;%","1.960.000,00","+0,30&nbsp;%","0,70","1,00000000","92.472.800,00",2025-11-03
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,94",2025-11-03T16:51:10+01:00,16:51:10,03.11.2025. 15:51:10,"0,24&nbsp;%","16.813.247,00","+1,55&nbsp;%","0,14","1,00000000","9.274.187,05",2025-11-03
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,30",2025-11-03T16:43:20+01:00,16:43:20,03.11.2025. 15:43:20,"8,06&nbsp;%","320.241.955,00","-0,41&nbsp;%","0,04","1,00000000","311.275.180,26",2025-11-03
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,90",2025-11-03T16:40:18+01:00,16:40:18,03.11.2025. 15:40:18,"3,96&nbsp;%","25.607.675,00","+1,02&nbsp;%","0,30","1,00000000","152.877.819,75",2025-11-03
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"20,00",2025-11-04T17:00:12+01:00,17:00:12,04.11.2025. 16:00:12,"1,53&nbsp;%","4.199.584,00","-3,38&nbsp;%","0,70","1,00000000","58.794.176,00",2025-11-04
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"78,00",2025-11-04T12:55:35+01:00,12:55:35,04.11.2025. 11:55:35,"9,65&nbsp;%","6.784.100,00","-0,76&nbsp;%","0,95","0,73725141","370.617.618,23",2025-11-04
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"38,00",2025-11-04T16:34:24+01:00,16:34:24,04.11.2025. 15:34:24,"1,78&nbsp;%","5.128.721,00","0,00&nbsp;%","0,35","1,00000000","68.211.989,30",2025-11-04
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,40",2025-11-04T12:55:57+01:00,12:55:57,04.11.2025. 11:55:57,"6,47&nbsp;%","13.337.200,00","-1,43&nbsp;%","0,45","1,00000000","248.472.036,00",2025-11-04
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-04T15:24:51+01:00,15:24:51,04.11.2025. 14:24:51,"0,09&nbsp;%","101.532,00","+3,17&nbsp;%","0,50","1,00000000","3.299.790,00",2025-11-04
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,58",2025-11-04T16:08:42+01:00,16:08:42,04.11.2025. 15:08:42,"2,30&nbsp;%","41.247.193,00","-2,28&nbsp;%","0,25","1,00000000","88.475.228,99",2025-11-04
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"190,00",2025-11-04T17:00:12+01:00,17:00:12,04.11.2025. 16:00:12,"3,62&nbsp;%","1.331.650,00","-0,52&nbsp;%","0,55","1,00000000","139.157.425,00",2025-11-04
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"298,00",2025-11-04T16:45:01+01:00,16:45:01,04.11.2025. 15:45:01,"4,71&nbsp;%","2.024.625,00","-0,67&nbsp;%","0,30","1,00000000","181.001.475,00",2025-11-04
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,80",2025-11-04T16:48:33+01:00,16:48:33,04.11.2025. 15:48:33,"10,11&nbsp;%","78.000.000,00","-0,48&nbsp;%","0,40","0,29796245","388.590.708,79",2025-11-04
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"59,20",2025-11-04T16:53:15+01:00,16:53:15,04.11.2025. 15:53:15,"2,15&nbsp;%","3.990.000,00","-1,33&nbsp;%","0,35","1,00000000","82.672.800,00",2025-11-04
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,10",2025-11-04T14:10:51+01:00,14:10:51,04.11.2025. 13:10:51,"0,63&nbsp;%","13.545.200,00","+5,00&nbsp;%","0,85","1,00000000","24.178.182,00",2025-11-04
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.500,00",2025-11-04T15:27:31+01:00,15:27:31,04.11.2025. 14:27:31,"9,11&nbsp;%","388.376,00","-0,57&nbsp;%","0,35","0,73541980","349.883.765,30",2025-11-04
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"662,00",2025-11-04T16:42:06+01:00,16:42:06,04.11.2025. 15:42:06,"9,31&nbsp;%","2.572.119,00","-1,19&nbsp;%","1,00","0,21015776","357.844.608,08",2025-11-04
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"336,00",2025-11-04T15:55:34+01:00,15:55:34,04.11.2025. 14:55:34,"3,08&nbsp;%","2.197.772,00","+1,20&nbsp;%","0,16","1,00000000","118.152.222,72",2025-11-04
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"159,00",2025-11-04T16:42:42+01:00,16:42:42,04.11.2025. 15:42:42,"10,55&nbsp;%","7.120.003,00","+0,63&nbsp;%","0,80","0,44747561","405.262.721,61",2025-11-04
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,36",2025-11-04T16:48:55+01:00,16:48:55,04.11.2025. 15:48:55,"10,24&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","393.534.858,04",2025-11-04
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"66,80",2025-11-04T12:50:09+01:00,12:50:09,04.11.2025. 11:50:09,"2,39&nbsp;%","1.960.000,00","-0,89&nbsp;%","0,70","1,00000000","91.649.600,00",2025-11-04
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,84",2025-11-04T12:58:57+01:00,12:58:57,04.11.2025. 11:58:57,"0,24&nbsp;%","16.813.247,00","-2,54&nbsp;%","0,14","1,00000000","9.038.801,59",2025-11-04
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,30",2025-11-04T16:52:51+01:00,16:52:51,04.11.2025. 15:52:51,"8,10&nbsp;%","320.241.955,00","0,00&nbsp;%","0,04","1,00000000","311.275.180,26",2025-11-04
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,80",2025-11-04T15:41:18+01:00,15:41:18,04.11.2025. 14:41:18,"3,96&nbsp;%","25.607.675,00","-0,50&nbsp;%","0,30","1,00000000","152.109.589,50",2025-11-04
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,90",2025-11-05T17:00:02+01:00,17:00:02,05.11.2025. 16:00:02,"1,53&nbsp;%","4.199.584,00","-0,50&nbsp;%","0,70","1,00000000","58.500.205,12",2025-11-05
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"77,00",2025-11-05T16:30:30+01:00,16:30:30,05.11.2025. 15:30:30,"9,55&nbsp;%","6.784.100,00","-1,28&nbsp;%","0,95","0,73725141","365.866.110,31",2025-11-05
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,40",2025-11-05T16:17:13+01:00,16:17:13,05.11.2025. 15:17:13,"1,75&nbsp;%","5.128.721,00","-1,58&nbsp;%","0,35","1,00000000","67.134.957,89",2025-11-05
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,40",2025-11-05T10:54:35+01:00,10:54:35,05.11.2025. 09:54:35,"6,65&nbsp;%","13.337.200,00","+2,42&nbsp;%","0,45","1,00000000","254.473.776,00",2025-11-05
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,00",2025-11-05T14:12:37+01:00,14:12:37,05.11.2025. 13:12:37,"0,08&nbsp;%","101.532,00","-3,08&nbsp;%","0,50","1,00000000","3.198.258,00",2025-11-05
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,58",2025-11-05T15:06:27+01:00,15:06:27,05.11.2025. 14:06:27,"2,31&nbsp;%","41.247.193,00","0,00&nbsp;%","0,25","1,00000000","88.475.228,99",2025-11-05
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"192,00",2025-11-05T14:33:06+01:00,14:33:06,05.11.2025. 13:33:06,"3,67&nbsp;%","1.331.650,00","+1,05&nbsp;%","0,55","1,00000000","140.622.240,00",2025-11-05
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"304,00",2025-11-05T14:57:11+01:00,14:57:11,05.11.2025. 13:57:11,"4,82&nbsp;%","2.024.625,00","+2,01&nbsp;%","0,30","1,00000000","184.645.800,00",2025-11-05
