lang,mic,isin,name,symbol,nominal_ammount,nominal_currency_id_formatted,maturity_date,maturity_date_formatted,interest_rate_percentage,last_price,last_trade_time,last_trade_time_formatted,last_trade_time_to_local_formatted,weight_percentage,quantity,change_prev_close_percentage,free_float_factor,weighting_factor,free_float_market_cap,download_date
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,96",2025-11-20T13:43:37+01:00,13:43:37,20.11.2025. 12:43:37,"0,24&nbsp;%","16.813.247,00","+4,21&nbsp;%","0,14","1,00000000","9.321.264,14",2025-11-20
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,90",2025-11-20T17:00:09+01:00,17:00:09,20.11.2025. 16:00:09,"8,02&nbsp;%","320.241.955,00","+0,42&nbsp;%","0,04","1,00000000","306.151.308,98",2025-11-20
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,90",2025-11-20T16:41:17+01:00,16:41:17,20.11.2025. 15:41:17,"4,00&nbsp;%","25.607.675,00","+0,76&nbsp;%","0,30","1,00000000","152.877.819,75",2025-11-20
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,20",2025-11-21T16:54:30+01:00,16:54:30,21.11.2025. 15:54:30,"1,49&nbsp;%","4.199.584,00","-2,78&nbsp;%","0,70","1,00000000","56.442.408,96",2025-11-21
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"72,40",2025-11-21T17:00:12+01:00,17:00:12,21.11.2025. 16:00:12,"9,08&nbsp;%","6.784.100,00","-3,47&nbsp;%","0,95","0,73725141","344.009.173,85",2025-11-21
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,60",2025-11-21T16:34:47+01:00,16:34:47,21.11.2025. 15:34:47,"1,78&nbsp;%","5.128.721,00","-1,05&nbsp;%","0,35","1,00000000","67.493.968,36",2025-11-21
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,40",2025-11-21T13:19:49+01:00,13:19:49,21.11.2025. 12:19:49,"6,72&nbsp;%","13.337.200,00","+1,44&nbsp;%","0,45","1,00000000","254.473.776,00",2025-11-21
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-21T13:15:12+01:00,13:15:12,21.11.2025. 12:15:12,"0,09&nbsp;%","101.532,00","0,00&nbsp;%","0,50","1,00000000","3.299.790,00",2025-11-21
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,00",2025-11-21T16:52:34+01:00,16:52:34,21.11.2025. 15:52:34,"2,18&nbsp;%","41.247.193,00","-2,20&nbsp;%","0,25","1,00000000","82.494.386,00",2025-11-21
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"198,00",2025-11-21T16:10:44+01:00,16:10:44,21.11.2025. 15:10:44,"3,83&nbsp;%","1.331.650,00","+0,51&nbsp;%","0,55","1,00000000","145.016.685,00",2025-11-21
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"310,00",2025-11-21T16:53:24+01:00,16:53:24,21.11.2025. 15:53:24,"4,97&nbsp;%","2.024.625,00","0,00&nbsp;%","0,30","1,00000000","188.290.125,00",2025-11-21
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,40",2025-11-21T17:00:11+01:00,17:00:11,21.11.2025. 16:00:11,"10,16&nbsp;%","78.000.000,00","-0,72&nbsp;%","0,40","0,29796245","384.872.137,42",2025-11-21
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"55,80",2025-11-21T16:42:08+01:00,16:42:08,21.11.2025. 15:42:08,"2,06&nbsp;%","3.990.000,00","-1,76&nbsp;%","0,35","1,00000000","77.924.700,00",2025-11-21
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,08",2025-11-21T16:37:28+01:00,16:37:28,21.11.2025. 15:37:28,"0,63&nbsp;%","13.545.200,00","+2,97&nbsp;%","0,85","1,00000000","23.947.913,60",2025-11-21
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.330,00",2025-11-21T15:22:59+01:00,15:22:59,21.11.2025. 14:22:59,"8,79&nbsp;%","388.376,00","-2,06&nbsp;%","0,35","0,73541980","332.889.410,99",2025-11-21
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"644,00",2025-11-21T16:45:23+01:00,16:45:23,21.11.2025. 15:45:23,"9,19&nbsp;%","2.572.119,00","-0,62&nbsp;%","1,00","0,21015776","348.114.694,27",2025-11-21
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"326,00",2025-11-21T15:08:59+01:00,15:08:59,21.11.2025. 14:08:59,"3,03&nbsp;%","2.197.772,00","-1,21&nbsp;%","0,16","1,00000000","114.635.787,52",2025-11-21
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"160,00",2025-11-21T16:09:59+01:00,16:09:59,21.11.2025. 15:09:59,"10,77&nbsp;%","7.120.003,00","+0,31&nbsp;%","0,80","0,44747561","407.811.543,76",2025-11-21
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,54",2025-11-21T16:14:49+01:00,16:14:49,21.11.2025. 15:14:49,"10,69&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","404.672.637,04",2025-11-21
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,80",2025-11-21T17:00:05+01:00,17:00:05,21.11.2025. 16:00:05,"2,31&nbsp;%","1.960.000,00","-0,93&nbsp;%","0,70","1,00000000","87.533.600,00",2025-11-21
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,82",2025-11-21T15:14:08+01:00,15:14:08,21.11.2025. 14:14:08,"0,24&nbsp;%","16.813.247,00","-3,54&nbsp;%","0,14","1,00000000","8.991.724,50",2025-11-21
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,80",2025-11-21T17:00:01+01:00,17:00:01,21.11.2025. 16:00:01,"8,05&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","304.870.341,16",2025-11-21
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,40",2025-11-21T14:36:08+01:00,14:36:08,21.11.2025. 13:36:08,"3,94&nbsp;%","25.607.675,00","-2,51&nbsp;%","0,30","1,00000000","149.036.668,50",2025-11-21
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,20",2025-11-21T16:54:30+01:00,21.11.2025. 16:54:30,21.11.2025. 15:54:30,"1,49&nbsp;%","4.199.584,00","-2,78&nbsp;%","0,70","1,00000000","56.442.408,96",2025-11-22
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"72,40",2025-11-21T17:00:12+01:00,21.11.2025. 17:00:12,21.11.2025. 16:00:12,"9,08&nbsp;%","6.784.100,00","-3,47&nbsp;%","0,95","0,73725141","344.009.173,85",2025-11-22
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,60",2025-11-21T16:34:47+01:00,21.11.2025. 16:34:47,21.11.2025. 15:34:47,"1,78&nbsp;%","5.128.721,00","-1,05&nbsp;%","0,35","1,00000000","67.493.968,36",2025-11-22
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,40",2025-11-21T13:19:49+01:00,21.11.2025. 13:19:49,21.11.2025. 12:19:49,"6,72&nbsp;%","13.337.200,00","+1,44&nbsp;%","0,45","1,00000000","254.473.776,00",2025-11-22
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-21T13:15:12+01:00,21.11.2025. 13:15:12,21.11.2025. 12:15:12,"0,09&nbsp;%","101.532,00","0,00&nbsp;%","0,50","1,00000000","3.299.790,00",2025-11-22
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,00",2025-11-21T16:52:34+01:00,21.11.2025. 16:52:34,21.11.2025. 15:52:34,"2,18&nbsp;%","41.247.193,00","-2,20&nbsp;%","0,25","1,00000000","82.494.386,00",2025-11-22
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"198,00",2025-11-21T16:10:44+01:00,21.11.2025. 16:10:44,21.11.2025. 15:10:44,"3,83&nbsp;%","1.331.650,00","+0,51&nbsp;%","0,55","1,00000000","145.016.685,00",2025-11-22
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"310,00",2025-11-21T16:53:24+01:00,21.11.2025. 16:53:24,21.11.2025. 15:53:24,"4,97&nbsp;%","2.024.625,00","0,00&nbsp;%","0,30","1,00000000","188.290.125,00",2025-11-22
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,40",2025-11-21T17:00:11+01:00,21.11.2025. 17:00:11,21.11.2025. 16:00:11,"10,16&nbsp;%","78.000.000,00","-0,72&nbsp;%","0,40","0,29796245","384.872.137,42",2025-11-22
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"55,80",2025-11-21T16:42:08+01:00,21.11.2025. 16:42:08,21.11.2025. 15:42:08,"2,06&nbsp;%","3.990.000,00","-1,76&nbsp;%","0,35","1,00000000","77.924.700,00",2025-11-22
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,08",2025-11-21T16:37:28+01:00,21.11.2025. 16:37:28,21.11.2025. 15:37:28,"0,63&nbsp;%","13.545.200,00","+2,97&nbsp;%","0,85","1,00000000","23.947.913,60",2025-11-22
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.330,00",2025-11-21T15:22:59+01:00,21.11.2025. 15:22:59,21.11.2025. 14:22:59,"8,79&nbsp;%","388.376,00","-2,06&nbsp;%","0,35","0,73541980","332.889.410,99",2025-11-22
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"644,00",2025-11-21T16:45:23+01:00,21.11.2025. 16:45:23,21.11.2025. 15:45:23,"9,19&nbsp;%","2.572.119,00","-0,62&nbsp;%","1,00","0,21015776","348.114.694,27",2025-11-22
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"326,00",2025-11-21T15:08:59+01:00,21.11.2025. 15:08:59,21.11.2025. 14:08:59,"3,03&nbsp;%","2.197.772,00","-1,21&nbsp;%","0,16","1,00000000","114.635.787,52",2025-11-22
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"160,00",2025-11-21T16:09:59+01:00,21.11.2025. 16:09:59,21.11.2025. 15:09:59,"10,77&nbsp;%","7.120.003,00","+0,31&nbsp;%","0,80","0,44747561","407.811.543,76",2025-11-22
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,54",2025-11-21T16:14:49+01:00,21.11.2025. 16:14:49,21.11.2025. 15:14:49,"10,69&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","404.672.637,04",2025-11-22
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,80",2025-11-21T17:00:05+01:00,21.11.2025. 17:00:05,21.11.2025. 16:00:05,"2,31&nbsp;%","1.960.000,00","-0,93&nbsp;%","0,70","1,00000000","87.533.600,00",2025-11-22
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,82",2025-11-21T15:14:08+01:00,21.11.2025. 15:14:08,21.11.2025. 14:14:08,"0,24&nbsp;%","16.813.247,00","-3,54&nbsp;%","0,14","1,00000000","8.991.724,50",2025-11-22
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,80",2025-11-21T17:00:01+01:00,21.11.2025. 17:00:01,21.11.2025. 16:00:01,"8,05&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","304.870.341,16",2025-11-22
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,40",2025-11-21T14:36:08+01:00,21.11.2025. 14:36:08,21.11.2025. 13:36:08,"3,94&nbsp;%","25.607.675,00","-2,51&nbsp;%","0,30","1,00000000","149.036.668,50",2025-11-22
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,20",2025-11-21T16:54:30+01:00,21.11.2025. 16:54:30,21.11.2025. 15:54:30,"1,49&nbsp;%","4.199.584,00","-2,78&nbsp;%","0,70","1,00000000","56.442.408,96",2025-11-23
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"72,40",2025-11-21T17:00:12+01:00,21.11.2025. 17:00:12,21.11.2025. 16:00:12,"9,08&nbsp;%","6.784.100,00","-3,47&nbsp;%","0,95","0,73725141","344.009.173,85",2025-11-23
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,60",2025-11-21T16:34:47+01:00,21.11.2025. 16:34:47,21.11.2025. 15:34:47,"1,78&nbsp;%","5.128.721,00","-1,05&nbsp;%","0,35","1,00000000","67.493.968,36",2025-11-23
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,40",2025-11-21T13:19:49+01:00,21.11.2025. 13:19:49,21.11.2025. 12:19:49,"6,72&nbsp;%","13.337.200,00","+1,44&nbsp;%","0,45","1,00000000","254.473.776,00",2025-11-23
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-21T13:15:12+01:00,21.11.2025. 13:15:12,21.11.2025. 12:15:12,"0,09&nbsp;%","101.532,00","0,00&nbsp;%","0,50","1,00000000","3.299.790,00",2025-11-23
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,00",2025-11-21T16:52:34+01:00,21.11.2025. 16:52:34,21.11.2025. 15:52:34,"2,18&nbsp;%","41.247.193,00","-2,20&nbsp;%","0,25","1,00000000","82.494.386,00",2025-11-23
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"198,00",2025-11-21T16:10:44+01:00,21.11.2025. 16:10:44,21.11.2025. 15:10:44,"3,83&nbsp;%","1.331.650,00","+0,51&nbsp;%","0,55","1,00000000","145.016.685,00",2025-11-23
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"310,00",2025-11-21T16:53:24+01:00,21.11.2025. 16:53:24,21.11.2025. 15:53:24,"4,97&nbsp;%","2.024.625,00","0,00&nbsp;%","0,30","1,00000000","188.290.125,00",2025-11-23
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,40",2025-11-21T17:00:11+01:00,21.11.2025. 17:00:11,21.11.2025. 16:00:11,"10,16&nbsp;%","78.000.000,00","-0,72&nbsp;%","0,40","0,29796245","384.872.137,42",2025-11-23
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"55,80",2025-11-21T16:42:08+01:00,21.11.2025. 16:42:08,21.11.2025. 15:42:08,"2,06&nbsp;%","3.990.000,00","-1,76&nbsp;%","0,35","1,00000000","77.924.700,00",2025-11-23
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,08",2025-11-21T16:37:28+01:00,21.11.2025. 16:37:28,21.11.2025. 15:37:28,"0,63&nbsp;%","13.545.200,00","+2,97&nbsp;%","0,85","1,00000000","23.947.913,60",2025-11-23
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.330,00",2025-11-21T15:22:59+01:00,21.11.2025. 15:22:59,21.11.2025. 14:22:59,"8,79&nbsp;%","388.376,00","-2,06&nbsp;%","0,35","0,73541980","332.889.410,99",2025-11-23
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"644,00",2025-11-21T16:45:23+01:00,21.11.2025. 16:45:23,21.11.2025. 15:45:23,"9,19&nbsp;%","2.572.119,00","-0,62&nbsp;%","1,00","0,21015776","348.114.694,27",2025-11-23
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"326,00",2025-11-21T15:08:59+01:00,21.11.2025. 15:08:59,21.11.2025. 14:08:59,"3,03&nbsp;%","2.197.772,00","-1,21&nbsp;%","0,16","1,00000000","114.635.787,52",2025-11-23
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"160,00",2025-11-21T16:09:59+01:00,21.11.2025. 16:09:59,21.11.2025. 15:09:59,"10,77&nbsp;%","7.120.003,00","+0,31&nbsp;%","0,80","0,44747561","407.811.543,76",2025-11-23
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,54",2025-11-21T16:14:49+01:00,21.11.2025. 16:14:49,21.11.2025. 15:14:49,"10,69&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","404.672.637,04",2025-11-23
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"63,80",2025-11-21T17:00:05+01:00,21.11.2025. 17:00:05,21.11.2025. 16:00:05,"2,31&nbsp;%","1.960.000,00","-0,93&nbsp;%","0,70","1,00000000","87.533.600,00",2025-11-23
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,82",2025-11-21T15:14:08+01:00,21.11.2025. 15:14:08,21.11.2025. 14:14:08,"0,24&nbsp;%","16.813.247,00","-3,54&nbsp;%","0,14","1,00000000","8.991.724,50",2025-11-23
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,80",2025-11-21T17:00:01+01:00,21.11.2025. 17:00:01,21.11.2025. 16:00:01,"8,05&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","304.870.341,16",2025-11-23
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,40",2025-11-21T14:36:08+01:00,21.11.2025. 14:36:08,21.11.2025. 13:36:08,"3,94&nbsp;%","25.607.675,00","-2,51&nbsp;%","0,30","1,00000000","149.036.668,50",2025-11-23
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,55",2025-11-24T16:42:35+01:00,16:42:35,24.11.2025. 15:42:35,"1,51&nbsp;%","4.199.584,00","+1,82&nbsp;%","0,70","1,00000000","57.471.307,04",2025-11-24
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"73,00",2025-11-24T16:46:32+01:00,16:46:32,24.11.2025. 15:46:32,"9,09&nbsp;%","6.784.100,00","+0,83&nbsp;%","0,95","0,73725141","346.860.078,60",2025-11-24
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"37,60",2025-11-21T16:34:47+01:00,21.11.2025. 16:34:47,21.11.2025. 15:34:47,"1,77&nbsp;%","5.128.721,00",-,"0,35","1,00000000","67.493.968,36",2025-11-24
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"42,20",2025-11-24T16:26:16+01:00,16:26:16,24.11.2025. 15:26:16,"6,64&nbsp;%","13.337.200,00","-0,47&nbsp;%","0,45","1,00000000","253.273.428,00",2025-11-24
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2025-11-21T13:15:12+01:00,21.11.2025. 13:15:12,21.11.2025. 12:15:12,"0,09&nbsp;%","101.532,00",-,"0,50","1,00000000","3.299.790,00",2025-11-24
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,26",2025-11-24T16:48:04+01:00,16:48:04,24.11.2025. 15:48:04,"2,23&nbsp;%","41.247.193,00","+3,25&nbsp;%","0,25","1,00000000","85.175.453,55",2025-11-24
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"199,00",2025-11-24T16:51:30+01:00,16:51:30,24.11.2025. 15:51:30,"3,82&nbsp;%","1.331.650,00","+0,51&nbsp;%","0,55","1,00000000","145.749.092,50",2025-11-24
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"322,00",2025-11-24T17:00:06+01:00,17:00:06,24.11.2025. 16:00:06,"5,13&nbsp;%","2.024.625,00","+3,87&nbsp;%","0,30","1,00000000","195.578.775,00",2025-11-24
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,70",2025-11-24T15:52:23+01:00,15:52:23,24.11.2025. 14:52:23,"10,16&nbsp;%","78.000.000,00","+0,72&nbsp;%","0,40","0,29796245","387.661.065,95",2025-11-24
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,60",2025-11-24T14:25:31+01:00,14:25:31,24.11.2025. 13:25:31,"2,07&nbsp;%","3.990.000,00","+1,43&nbsp;%","0,35","1,00000000","79.041.900,00",2025-11-24
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,02",2025-11-24T15:26:30+01:00,15:26:30,24.11.2025. 14:26:30,"0,61&nbsp;%","13.545.200,00","-2,88&nbsp;%","0,85","1,00000000","23.257.108,40",2025-11-24
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.360,00",2025-11-24T16:38:15+01:00,16:38:15,24.11.2025. 15:38:15,"8,80&nbsp;%","388.376,00","+0,90&nbsp;%","0,35","0,73541980","335.888.414,69",2025-11-24
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"646,00",2025-11-24T17:00:11+01:00,17:00:11,24.11.2025. 16:00:11,"9,15&nbsp;%","2.572.119,00","+0,31&nbsp;%","1,00","0,21015776","349.195.795,80",2025-11-24
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"326,00",2025-11-21T15:08:59+01:00,21.11.2025. 15:08:59,21.11.2025. 14:08:59,"3,00&nbsp;%","2.197.772,00",-,"0,16","1,00000000","114.635.787,52",2025-11-24
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"163,00",2025-11-24T16:54:33+01:00,16:54:33,24.11.2025. 15:54:33,"10,89&nbsp;%","7.120.003,00","+1,88&nbsp;%","0,80","0,44747561","415.458.010,21",2025-11-24
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,54",2025-11-24T16:54:55+01:00,16:54:55,24.11.2025. 15:54:55,"10,60&nbsp;%","126.027.542,00","0,00&nbsp;%","0,55","0,89268438","404.672.637,04",2025-11-24
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"64,60",2025-11-24T16:44:57+01:00,16:44:57,24.11.2025. 15:44:57,"2,32&nbsp;%","1.960.000,00","+1,25&nbsp;%","0,70","1,00000000","88.631.200,00",2025-11-24
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,96",2025-11-24T10:30:10+01:00,10:30:10,24.11.2025. 09:30:10,"0,24&nbsp;%","16.813.247,00","+3,66&nbsp;%","0,14","1,00000000","9.321.264,14",2025-11-24
